50,015,478,497,1577414888,7084,0
51,001+A0Q4DC+Nestle,451,501,1577416011,8431,0
52,Barbarendorf,489,563,0,611,0
53,K%C3%B6nigsbrunn+006,470,506,1577416488,7725,0
54,Barbarendorf,527,494,0,601,0
55,Kein+Bonusdorf,515,435,1577299650,804,1
56,K%C3%B6nigsbrunn+009,469,508,1577416488,7370,0
57,Barbarendorf,550,463,0,834,0
58,%5B010%5D+Kabelsalat,467,489,1577420400,5804,0
59,Barbarendorf,541,448,0,706,0
60,006+%7C+Frogo96,543,511,1577382746,3340,4
61,marrrrta.,459,499,1577411731,4356,0
62,Barbarendorf,511,470,0,731,0
63,023,472,497,1577414888,6238,0
64,Trifels,471,535,1577335511,4564,1
65,marrrrta.,458,493,1577411731,4630,0
66,Barbarendorf,557,511,0,610,0
67,Bonusdorf,472,489,0,908,6
68,K---6.M,502,473,1577419647,4586,0
69,Barbarendorf,480,483,0,669,0
70,B%C3%BCndnis+90%2FDie+Gr%C3%BCnen,499,481,1577345406,6882,0
71,Barbarendorf,542,473,0,748,0
72,bxx4+AG,499,471,1577417219,6237,0
73,Barbarendorf,512,480,0,727,0
74,%23AG__Grauadler,498,475,1577415469,9316,0
75,05+Enzugsklinik,475,512,1577279361,4200,0
76,-%3D12%3D-,496,566,1194094,4750,3
77,%23AG__Grauadler,493,478,1577415469,8974,0
78,Barbarendorf,466,467,0,772,0
79,Wein,560,531,1577417687,1387,5
80,007,504,485,9909037,7012,0
81,Barbarendorf,488,564,0,698,0
82,005,495,481,1577011043,2374,5
83,003+Drowning,499,473,1576966358,8548,0
84,Senku+Ishigami,509,461,1577421927,5274,0
85,Barbarendorf,447,530,0,779,0
86,006,496,483,1577313524,6947,0
87,axx4+AG,470,484,1577417219,2808,6
88,-005-,500,473,9865462,7068,0
89,Barbarendorf,497,561,0,1110,0
90,011+Ich-AG,479,529,1577230550,5955,0
91,Barbarendorf,466,509,0,770,0
92,440+-+Weizen,480,528,1577422053,5249,0
93,001,477,490,1576948438,4203,0
94,Nihal03,463,485,1577421206,1163,0
95,Ventho+0003,490,478,1577417850,8457,0
96,Barbarendorf,523,523,0,561,0
97,002,499,480,1577011043,3971,5
98,004,487,486,1577414888,6271,0
99,Liroy+6,455,553,1577422218,2527,0
100,Barbarendorf,452,459,0,1762,9
101,%23AG__Grauadler,491,479,1577415469,9537,0
102,Barbarendorf,550,496,0,776,0
103,005+Predator,520,540,1577387295,4250,4
104,AG+Produktion,500,472,8970177,6436,0
105,Barbarendorf,549,512,0,662,0
106,%23AG__Grauadler,491,482,1577415469,7799,0
107,Barbarendorf,501,542,0,773,0
108,Bonusdorf,476,458,0,701,7
109,005+Pike,476,475,1577250736,5425,0
110,Barbarendorf,529,537,0,869,0
111,The+scots+rulez,495,470,3069536,7683,0
112,Barbarendorf,514,560,0,925,0
113,0000+0101,531,485,1577421403,6396,8
114,016+%7C+Timi+Hendrix,481,467,1577169116,5475,0
115,%5B0000000010%5D,526,496,9496793,6433,8
116,KaliCity,504,528,1577422167,7968,0
117,BBC+HEADQUARTERS,503,532,1577420563,9229,0
118,Barbarendorf,473,495,0,851,0
119,Bonusdorf,486,550,0,610,7
120,1.+BBCs+Journey,505,527,1577420564,7228,0
121,Barbarendorf,496,568,0,781,0
122,Predator007GollumPUSHING,526,549,1577387295,3976,3
123,1.+Meke,508,518,1577420623,6404,0
124,Barbarendorf,479,520,0,680,0
125,BBC+UNITED,512,534,1577421515,7731,0
126,Barbarendorf,461,503,0,905,0
127,010,491,490,1577414888,6345,0
128,Barbarendorf,508,515,0,774,0
129,008,495,480,1577313524,7082,0
130,Barbarendorf,513,547,0,522,0
131,005,499,497,9909037,5819,0
132,Barbarendorf,531,553,0,727,0
133,001,480,496,9883742,8309,0
134,Barbarendorf,490,464,0,677,0
135,-004-,446,543,10197239,2480,2
136,Ventho+0002,489,476,1577417850,8040,0
137,Barbarendorf,430,487,0,997,0
138,5.+Johannisbeere,517,521,1577354766,5302,5
139,-+-006-+-,484,489,1577417331,5010,0
140,Barbarendorf,486,561,0,929,3
141,009,481,498,611188,4996,0
142,Barbarendorf,465,478,0,633,0
143,Barbarendorf,492,496,0,733,0
144,%23AG__Grauadler,491,478,1577415469,733,0
145,Bonusdorf,545,515,0,919,4
146,001,498,479,1577011043,5585,0
147,Timay,466,482,9401829,1590,0
148,Bonusdorf,548,497,0,631,7
149,001+Picard,482,479,1577250736,6209,0
150,Barbarendorf,530,552,0,1036,0
151,001,500,487,1577266935,6819,0
152,Barbarendorf,514,509,0,848,0
153,Toxiq-3,531,492,8914934,5397,2
154,E+1,491,509,1577396375,8350,0
155,Bonusdorf,518,561,0,763,7
156,-001-,501,494,1577399554,7620,0
157,Barbarendorf,469,520,0,626,0
158,Barbarendorf,508,558,10236499,1357,5
159,Maggie%7C05,505,474,1577404913,10173,0
160,Barbarendorf,537,492,0,678,0
161,%23+OP-World+%7C%7C+018+Green+Bit,546,545,1577422027,4568,9
162,008,493,494,1577414888,8655,0
163,Deff-Dorf,516,490,1576367854,4353,1
164,003,495,488,1577414888,7759,0
165,Barbarendorf,550,505,0,698,0
166,002,487,489,1577414888,9226,0
167,Barbarendorf,499,490,0,466,0
168,Barbarendorf,481,562,0,727,0
169,Barbarendorf,494,503,0,390,0
170,Barbarendorf,469,545,0,743,0
171,Barbarendorf,500,495,0,350,0
172,Barbarendorf,558,507,0,686,0
173,001,487,491,1577414888,6592,0
174,Barbarendorf,476,447,0,632,0
175,Bonusdorf,506,562,0,752,4
176,Barbarendorf,487,509,0,485,0
177,Barbarendorf,480,455,0,536,0
178,Bonusdorf,502,525,1576822286,2111,3
180,MK2,503,500,1577417570,1933,0
181,%23AG__Grauadler,499,474,1577415469,8179,0
182,004,496,481,1577313524,6040,0
183,Barbarendorf,537,446,0,1074,0
184,002+-+85%3A10%3A53+-,503,518,9876252,3343,5
185,Clownskopf%27s+Dorf,506,480,1577417939,6778,0
186,Barbarendorf,542,464,0,773,0
187,01+Z%C3%BCrich,474,517,831449,7443,0
188,022+AG,481,513,1577411422,3271,2
189,004+Ich-AG,471,525,1577230550,4899,0
190,Barbarendorf,473,458,0,950,0
191,Bonusdorf,560,481,0,732,5
192,06+Expansion,471,514,831449,7073,0
193,Barbarendorf,510,541,0,859,0
194,PositiverD%C3%B6ner,463,523,9311844,7348,0
195,%5B0000000004%5D,529,507,9496793,6419,0
196,%23-V-%23,514,434,8541644,2400,9
197,004+Glumanda,472,503,1577416656,6104,0
198,Barbarendorf,526,557,0,628,0
199,Festung+004,467,516,1577081251,6394,0
200,Barbarendorf,501,437,0,1223,0
201,Senku+Ishigami,532,457,1577421927,4553,8
202,11+Expansion,482,504,831449,8468,0
203,Barbarendorf,542,552,0,787,0
204,003,471,513,1577416049,5011,0
205,Barbarendorf,529,451,0,1059,0
206,005+AG,485,513,1577411422,5716,0
207,03+Expansion,474,522,831449,7170,0
208,Barbarendorf,566,503,0,804,0
209,017+AG,478,516,1577411422,5445,5
210,Festung+001,468,515,1577081251,4620,0
211,Barbarendorf,524,506,0,931,0
212,023+AG,485,504,1577411422,6742,0
213,Barbarendorf,558,524,0,747,0
214,Bonusdorf,524,435,0,961,6
215,K%C3%B6nigsbrunn+007,468,506,1577416488,7526,0
216,Barbarendorf,469,558,0,965,0
217,Bonusdorf,552,507,0,998,2
218,07+Expansion,469,518,831449,7564,0
219,00001,507,439,1577296634,280,0
220,B%C3%BCndnis+90%2FDie+Gr%C3%BCnen,513,484,1577345406,8222,0
221,Barbarendorf,528,525,0,606,0
222,-+-002-+-,495,485,1577417331,3951,6
223,KochsBesucherzentrum+019,515,478,1577300142,7564,0
224,Barbarendorf,476,530,0,590,0
225,B%C3%BCndnis+90%2FDie+Gr%C3%BCnen,516,486,1577345406,6197,0
226,Wolfi+oo2,527,524,1751697,844,0
227,480+-+Doppelbock+A,486,527,1577422053,4661,8
228,B%C3%BCndnis+90%2FDie+Gr%C3%BCnen,505,489,1577345406,8089,0
229,Barbarendorf,444,516,0,655,0
230,Schopf+3,565,524,1577398609,4885,4
231,derHighTec%27s+Dorf,515,495,1577397198,6100,0
232,Barbarendorf,536,555,0,757,0
233,Bonusdorf,438,502,0,639,7
234,45%3A81%3A59+-+Bashtown+015,519,485,10220179,8173,0
235,003,479,498,9883742,3618,0
236,Deff-Dorf,520,481,1576367854,6151,0
237,Barbarendorf,455,465,0,541,0
238,The+scots+rulez,490,470,3069536,4456,4
239,Barbarendorf,523,489,0,491,0
240,Barbarendorf,537,525,0,1088,0
242,KiwisOnTour,471,451,1577229681,3181,0
243,Bonusdorf,476,544,0,743,5
244,B%C3%BCndnis+90%2FDie+Gr%C3%BCnen,511,487,1577345406,6583,0
245,Barbarendorf,463,530,0,681,0
246,45%3A92%3A30+-+Bashtown+019,520,493,10220179,8005,0
247,Barbarendorf,489,477,0,772,0
248,Bonusdorf,446,482,0,766,9
249,003,497,488,1577357369,5858,0
250,Barbarendorf,474,495,0,699,0
251,Sea-Kay2010%27s+Dorf,496,490,8951711,456,0
252,Barbarendorf,515,445,0,799,0
253,Gangster+Lord+MW%27s+Dorf,498,486,1509418,380,0
254,Barbarendorf,459,540,0,715,0
255,005,494,486,1577266935,5546,0
256,Barbarendorf,494,456,0,928,0
258,004,474,476,1577250736,2968,0
260,Barbarendorf,463,458,0,798,0
262,Barbarendorf,519,446,0,842,0
263,07%7COnlyFarms,515,528,1577393799,8988,0
264,069,502,538,427376,4199,5
265,2.+Brombeere,516,524,1577354766,7922,0
266,4.+Heidelbeere,514,530,1577354766,8249,0
267,Barbarendorf,542,538,0,706,0
268,%5B0000000008%5D,525,504,9496793,5629,8
269,08%7C+OnlyFarms,517,530,1577393799,6422,0
270,005,456,542,1577358321,1710,0
271,%5B004%5D+Turtle+Town,510,531,1577419774,7430,0
272,Xxx2,534,460,1577380217,1390,4
273,011+Zeldoris,517,538,10157803,7133,0
274,7.+Bday,503,526,1577420564,1064,6
275,Bad+Nenndorf,507,526,10025757,7360,0
276,Barbarendorf,485,552,0,592,0
277,45%3A91%3A36+-+Bashtown+021,516,493,10220179,6398,3
278,Daddy+D,505,530,1577420563,5182,0
279,Barbarendorf,539,451,0,806,0
280,05%7COnlyFarms,517,525,1577393799,8265,0
281,Barbarendorf,539,541,0,676,0
282,Barbarendorf,513,535,0,404,0
283,Liroy+9,459,557,1577422218,1191,7
284,The.Deutsche,523,538,1576663356,6397,0
285,Barbarendorf,505,543,0,780,0
286,007+R,521,452,9621806,4258,8
287,Barbarendorf,522,542,0,575,0
288,Barbarendorf,463,548,0,1113,0
289,Bonusrunde,486,467,1576400108,4516,6
290,Barbarendorf,508,531,0,427,0
291,Barbarendorf,479,544,0,958,0
292,Kampf-Kartoffel,466,520,1577412876,5487,0
293,Barbarendorf,470,523,0,552,0
294,003+Barber+Shop+Mati,506,492,1577419660,5915,3
295,Kaigun+Honbu,483,512,1576719852,5313,0
296,Barbarendorf,492,463,0,770,0
297,018+%2F%2F+Arkadia,484,509,1577415064,8572,0
298,Barbarendorf,536,458,0,740,0
299,Pannonia,486,514,1577408534,7447,0
300,Barbarendorf,488,527,427376,1270,0
301,PureKonFlict,443,509,10176904,5080,8
302,Kaigun+Honbu,495,505,1576719852,5407,0
303,Barbarendorf,565,505,0,1055,0
304,Barbarendorf,468,545,0,780,5
305,005,493,512,1576385702,4115,0
306,Barbarendorf,462,526,0,783,0
307,Bonusdorf,488,554,0,662,6
308,Serafino,499,508,8172660,7085,0
309,Barbarendorf,472,516,0,1176,0
310,K%C3%B6nig+Georg+001,481,502,1577248065,4045,0
311,K%C3%B6nig+Georg+006,477,511,1577248065,5183,0
312,Barbarendorf,482,522,0,958,0
313,Debbie+05,566,519,1577422102,3456,6
314,021,479,504,1577414888,8019,0
315,012+Ich-AG,479,519,1577230550,6240,0
316,Barbarendorf,490,557,0,619,0
317,003+Ich-AG,477,519,1577230550,3919,5
318,Vetera,490,521,1577408534,7097,0
319,Barbarendorf,527,451,0,471,0
320,-010-,501,474,9865462,2073,6
321,Barbarendorf,489,525,0,614,0
322,Barbarendorf,555,514,0,651,0
323,Bonusdorf,556,497,0,767,3
324,Kampf-Kartoffel,466,518,1577412876,5699,0
325,Sparta+%5B001%5D,513,525,7753355,9134,0
326,Nihal02,464,486,1577421206,3092,0
327,Vivi%27s+Texas-Metropole,515,520,1577403808,7634,0
328,DeffBude,510,522,1577247202,7495,0
329,008+Home+Sweet+Home,525,507,1577415871,2638,0
330,Luumoos%27s+Dorf+AG+005,500,457,1577323495,7201,8
331,Dorf,509,527,1577247202,4190,0
332,Barbarendorf,468,458,0,473,0
333,Ramsch-Halde+1,512,517,1577403808,9995,0
334,005,555,471,1576111995,4017,6
335,023+%7C+Why%3FAG%21,519,526,1577276619,7188,0
336,%5B0000000015%5D,532,510,9496793,1742,0
337,Bonusdorf,570,510,0,535,4
338,004+%7C+Why%3FAG%21,522,518,1577276619,5751,0
339,Barbarendorf,514,534,0,736,0
340,001+Home+Sweet+Home,524,530,1577415871,7689,0
341,Barbarendorf,434,498,0,922,0
342,Bonusdorf,521,443,0,805,7
343,01+Seppl%27s+Dorf,529,520,1577338263,7437,0
344,006%7C+Kaserne,528,522,1577319022,5632,0
345,Barbarendorf,481,518,0,669,0
346,Barbarendorf,469,501,0,611,0
347,Barbarendorf,480,520,0,506,0
348,005+%23%23+55%7C12%7C72,532,517,1577418805,10136,0
349,Rogerex+3,521,499,1577420245,1816,0
350,%5B0000000014%5D,533,514,9496793,6225,0
351,Barbarendorf,488,496,0,698,0
352,020+%7C+Why%3FAG%21,531,520,1577276619,7651,0
353,019+%7C+Why%3FAG%21,536,516,1577276619,9232,0
354,Barbarendorf,554,469,0,691,0
355,Bonusdorf,470,557,0,747,3
356,001+AG+Manufaktur,538,522,1576173702,5283,0
357,Barbarendorf,547,490,0,1059,0
358,%5B002%5D,444,483,1577193798,4799,8
359,013+%7C+Why%3FAG%21,525,521,1577276619,6741,0
360,Barbarendorf,564,482,0,467,0
361,Bonusdorf,526,472,0,716,3
362,001+B%C3%B6seAG,535,532,1576860050,8218,0
363,001+%7C+Why%3FAG%21,518,514,1577276619,5896,0
364,Barbarendorf,434,477,0,620,0
365,001%7C+Kaserne,529,522,1577319022,6240,0
366,Barbarendorf,459,511,0,733,0
367,007,498,505,1577357369,3948,2
368,008+AG+Manufaktur,542,529,1576173702,5013,0
369,Barbarendorf,504,551,0,539,0
370,01%7COnlyFarms,515,523,1577393799,8764,0
371,Barbarendorf,529,560,0,507,0
372,%7ETegridy+Kirchweih+AG%7E,515,552,1577323565,2695,5
373,016+%7C+AG,532,508,9788935,8249,0
374,Barbarendorf,536,498,0,502,0
375,Luumoos%27s+Dorf+AG+013,499,452,1577323495,898,1
376,%5B0000000007%5D,527,504,9496793,7314,0
377,007,498,487,1577266935,3464,0
378,09%7COnlyFarms,525,512,1577393799,6800,0
379,Barbarendorf,485,549,0,653,0
380,KochsBesucherzentrum+014,521,472,1577300142,5581,8
381,001,531,499,1577330980,6207,0
382,Barbarendorf,491,557,0,658,0
383,006,523,506,1577330980,6672,0
384,001+Pain,543,521,1577416271,5134,0
385,Barbarendorf,475,459,0,859,0
386,001,527,523,1577416281,9620,0
387,Barbarendorf,456,460,0,686,0
388,001+%23%23+55%7C23%7C04,534,520,1577418805,10535,0
389,Barbarendorf,474,550,0,717,0
390,004+Sisco,483,479,1577250736,5154,5
391,011+%23%23+55%7C14%7C54,544,515,1577418805,9956,0
392,09+Expansion,481,504,831449,3074,0
393,45%3A62%3A49+-+Bashtown+014,529,464,10220179,3028,6
394,R3sG+Chiller+004,511,524,9865268,5129,0
395,Barbarendorf,538,508,0,625,0
396,Barbarendorf,510,526,0,761,0
397,Barbarendorf,469,505,0,588,0
398,003+-+95%3A10%3A55+-,505,519,9876252,5970,0
399,Barbarendorf,515,444,0,668,0
400,%2A6%2A,444,514,1577317601,3601,4
401,2.+BBCs+Schelle,506,527,1577420564,8084,0
402,Barbarendorf,546,509,0,1197,0
403,001,509,519,1577258285,9995,0
404,015+%7C+Aytee,480,469,1577169116,8200,0
405,014,503,483,1577266935,1190,0
406,008+%7C+Goldshire,535,491,1577421820,8534,8
407,Ventho+0008,479,473,1577417850,8728,0
408,Barbarendorf,477,562,0,694,0
409,ARA-011,502,431,1576977042,4270,2
410,Novgorod,476,466,8822016,5471,0
411,Barbarendorf,544,502,0,726,0
412,Ventho+0015,489,464,1577417850,6944,0
413,Barbarendorf,530,444,0,929,0
414,010+Saru,482,482,1577250736,6125,0
415,Barbarendorf,554,513,0,873,0
416,Ventho+0005,491,471,1577417850,9091,0
417,Barbarendorf,477,449,0,685,0
418,The+scots+rulez,490,473,3069536,5542,0
419,004+%7C+Jade+Palast,475,558,1576061878,1429,0
420,Bonusdorf,548,528,0,735,7
421,003,487,480,1577340663,7241,0
422,Barbarendorf,486,547,0,910,0
423,55%3A61%3A57+%7C+Carnelian,517,565,8614659,4245,1
424,014+%7C+Kool+Savas,482,466,1577169116,6774,0
425,Barbarendorf,509,447,0,784,0
426,-019-+Dorf+der+Delfine,466,452,1576760393,5135,0
427,Barbarendorf,558,529,0,659,0
428,Barbarendorf,501,462,0,673,0
429,Barbarendorf,457,534,0,797,0
430,018+%7C+Sudden,480,465,1577169116,5087,0
431,Barbarendorf,535,502,0,592,0
432,Gruft,466,464,8822016,5960,0
433,Barbarendorf,514,453,0,582,0
434,Bonusdorf,550,486,0,734,9
435,Lyhren,516,529,10025757,6586,0
436,Barbarendorf,506,538,0,683,0
437,Barbarendorf,509,499,0,912,7
438,06%7COnlyFarms,515,532,1577393799,8511,0
439,Barbarendorf,478,443,0,716,0
440,R3sG+Chiller+001,510,524,9865268,7248,0
441,Barbarendorf,496,473,0,845,0
442,Lebenszeit+verschwendet,507,531,1577420563,8691,0
443,Bonusdorf,519,564,0,702,6
444,Barbarendorf,514,527,0,381,0
445,Barbarendorf,524,464,0,962,0
446,Home+sweet+home,448,514,9327320,2146,5
447,002+%7C+Why%3FAG%21,521,518,1577276619,5195,0
448,Barbarendorf,518,461,0,908,0
449,b%28x%29%3Dmx,481,487,1577410880,6117,2
450,002,509,521,1577258285,6721,0
451,Barbarendorf,568,480,0,827,0
452,003+B%C3%B6seAG,536,533,1576860050,6847,8
453,002,526,523,1577416281,9412,0
454,X30%25,460,539,9946261,4616,8
456,Barbarendorf,526,554,0,807,0
457,%5B003%5D+Gray+Fullbuster,501,526,1577422699,7268,0
458,007,455,477,1577266765,1459,0
459,007%7C+Vormannsposten,513,534,1577319022,5849,0
460,Barbarendorf,531,504,0,609,0
461,017+%7C+Why%3FAG%21,528,544,1577276619,7981,0
462,Barbarendorf,529,554,0,602,0
463,015+%7C+Why%3FAG%21,529,540,1577276619,8373,0
464,013+Escanor,522,539,10157803,6265,0
465,Barbarendorf,442,531,0,726,0
466,010,444,526,1577326965,3455,6
467,Sparta+%5B005%5D,509,531,7753355,7896,0
468,04%7COnlyFarms,516,525,1577393799,8369,0
469,Barbarendorf,555,529,0,663,0
470,Sparta+%5B002%5D,511,527,7753355,7184,0
471,Barbarendorf,498,543,0,588,0
472,Checkpoint+Charlie,506,541,7869219,8570,0
473,Barbarendorf,540,455,0,954,0
474,019+AG,486,510,1577411422,5457,0
475,012,471,493,1577313524,5406,8
476,013+%2F%2F+Kagge,489,501,1577415064,7140,0
477,008+Barbarendorf,495,452,1577375504,2603,0
478,Kaigun+Honbu,482,507,1576719852,8076,0
479,Barbarendorf,510,477,0,971,0
480,Bonusdorf,568,502,0,434,4
481,08+Expansion,475,516,831449,7245,0
482,Barbarendorf,517,470,0,1101,0
483,014+%2F%2F+lecker+Lasagne,484,496,1577415064,7411,0
484,Barbarendorf,481,557,0,632,0
485,00.008,510,476,1576819504,872,9
486,Kampf-Kartoffel,470,507,1577412876,8114,0
487,0000+1001,542,490,1577421403,1410,0
488,011+Scotti,474,462,1577250736,4668,8
489,014+Ich-AG,482,516,1577230550,5593,0
490,Barbarendorf,544,551,0,598,0
491,Kakashi+Hatake,481,503,8970177,7976,0
492,Barbarendorf,492,558,0,499,0
493,026+AG,477,513,1577411422,5782,0
494,Barbarendorf,485,483,0,790,0
495,Vegeta,509,564,1577417742,5344,1
496,475+-+G%C3%B6sser,486,529,1577422053,6052,0
497,Bonusdorf,542,496,0,797,3
498,AG-021+Chlammy,484,534,10043221,5461,0
499,Barbarendorf,512,466,0,1241,0
500,Bonusdorf,533,500,0,682,6
501,006+forest,487,530,1577397549,5883,0
502,K%C3%B6ln,522,490,1577412629,2901,0
503,525+-+Pale+Ale,476,535,1577422053,4962,0
504,024+AG,483,509,1577411422,6301,0
505,Barbarendorf,513,561,0,842,0
506,Bonusdorf,548,519,0,640,6
507,010,495,500,9909037,5517,0
508,Bonusdorf,561,501,0,792,9
509,017+%2F%2F+Sasuke+Uchiha,484,506,1577415064,7604,0
510,004+-+Mar99cel%27s+Dorf,470,512,1882792,7600,0
511,Barbarendorf,536,535,0,607,0
512,marrrrta.,465,501,1577411731,8906,0
513,Barbarendorf,461,504,0,714,0
514,005,486,485,1577340663,2237,4
515,001+Bisasam,467,496,1577416656,7676,0
516,marrrrta.,469,504,1577411731,9119,0
517,Barbarendorf,524,455,0,791,0
518,-013-,489,478,9865462,844,7
519,45%3A263%3A17+%7C%7C+Are+u+Mad%3F,517,468,9712251,8715,0
520,Barbarendorf,491,504,0,663,0
521,001,519,463,1577407596,6986,0
522,Celestis,495,520,1577420272,2017,3
523,008,519,531,1577416281,7800,0
524,Barbarendorf,526,481,0,728,0
525,Le2,477,520,1577401346,3465,2
526,005+%7C+Why%3FAG%21,522,524,1577276619,5523,0
527,Barbarendorf,558,473,0,865,0
528,Sparta+%5B004%5D,514,526,7753355,3740,0
529,016,503,487,1577266935,845,0
530,Bonusdorf,543,481,0,664,2
531,018,477,503,1577414888,6712,0
532,K%C3%B6nig+Georg+004,478,499,1577248065,2734,0
533,02+%7C+Gargamel,472,498,1577418389,5634,0
534,Barbarendorf,523,541,0,902,0
535,Bonusdorf,552,497,0,891,3
536,005+%2F%2F+Hilfe+ein+AG+kommt,489,496,1577415064,5693,0
537,Barbarendorf,503,556,0,764,0
538,003+AG,478,511,1577411422,5839,0
539,Barbarendorf,525,501,0,669,0
540,%23004+Holz,545,452,1577305388,6316,1
541,E+7,491,506,1577396375,5060,0
542,Barbarendorf,570,505,0,673,0
543,NORTH,500,504,8172660,7167,0
544,010+%7C+AG,533,493,9788935,5751,5
545,%7B007%7DLumbridge,497,513,1577314246,7474,0
546,Barbarendorf,466,512,0,559,0
548,Barbarendorf,483,533,0,847,0
549,freeBuden%3F,496,474,8970177,7315,0
550,001,498,468,9616906,7495,0
551,Barbarendorf,505,481,0,448,0
552,Barbarendorf,547,526,0,661,0
553,Bonusdorf,457,531,0,670,9
554,006,485,480,1577340663,6863,0
555,Barbarendorf,508,506,0,751,0
556,Alfred+Nobel,444,475,1577154199,6062,9
557,The+scots+rulez,494,463,3069536,7819,0
558,Barbarendorf,528,468,0,753,0
559,Luumoos%27s+Dorf+AG+001,497,456,1577323495,7912,0
560,Barbarendorf,483,436,1577228586,1952,0
561,%23006,457,482,9674526,3443,5
562,K---3.M,509,476,1577419647,5467,0
563,Dorf1,551,539,1375412,3280,0
564,bxx1+AG,498,470,1577417219,7214,0
565,%23AG__Grauadler,499,475,1577415469,3704,0
566,Flamingo+Plug+Walk,439,534,1576688077,4905,7
567,bxx3+AG,499,478,1577417219,5552,0
568,Barbarendorf,505,436,0,815,0
569,%23AG__Grauadler,492,478,1577415469,9535,0
570,Barbarendorf,486,472,0,642,0
571,The+scots+rulez,494,473,3069536,3910,0
572,Barbarendorf,517,474,0,463,0
573,Ventho+0010,488,474,1577417850,8200,0
574,Barbarendorf,553,501,0,525,0
575,%23AG,497,475,8970177,7432,0
576,Barbarendorf,488,491,0,949,0
577,008+1337,490,465,1576966358,7040,0
578,Barbarendorf,458,499,0,814,0
579,-012-+Kuhstellung,532,447,1577422051,900,8
580,%5B006%5D+Couscoussalat,475,475,1577420400,6656,0
581,Barbarendorf,491,547,0,574,0
582,9.+Fight,506,525,1577420564,588,7
583,001,489,482,1577340663,8489,0
584,Barbarendorf,532,544,0,687,0
585,005,494,481,611188,6962,0
586,Barbarendorf,545,484,0,824,0
587,%23AG__Grauadler,498,476,1577415469,9370,0
588,AG+Produktionsst%C3%A4tte,492,482,8970177,7130,0
589,Barbarendorf,511,488,0,769,0
590,Ventho+0001,488,476,1577417850,8714,0
591,Barbarendorf,512,468,0,623,0
592,011+AG,489,512,1577411422,5899,0
593,Barbarendorf,511,482,0,697,0
594,001+AG,487,516,1577411422,6044,0
595,Barbarendorf,557,529,0,757,0
596,Toxiq-2,529,492,8914934,6038,1
597,013+AG,486,517,1577411422,5554,0
598,Barbarendorf,502,455,0,833,0
599,BBs+adeln+k%C3%B6nnen+wir.,433,490,1577025997,1334,4
601,Barbarendorf,494,551,0,914,0
603,Barbarendorf,473,461,0,552,0
604,turkoo,482,531,1577382054,2377,7
606,%5B003%5D+Tomate-Mozzarella-Salat,471,478,1577420400,3934,0
607,01+D%C3%A4nisches+Peppenlager,482,512,1577279361,6112,0
608,Barbarendorf,493,556,0,790,0
609,Kaigun+Honbu,485,509,1576719852,6593,0
610,005+Start%2F%2FEnd,489,469,1576966358,7132,0
611,Barbarendorf,523,518,0,841,0
612,%23AG__Grauadler,493,459,1577415469,6893,0
613,05+Seppl%27s+Dorf,524,518,1577338263,3343,0
614,freeBuden%21,495,474,8970177,7173,0
